001.087.142.000	001.087.142.255	中国	陕西	安康	*	电信	WIFI
001.087.143.000	001.087.143.255	中国	陕西	安康	*	电信	WIFI
001.087.144.000	001.087.144.255	中国	陕西	商洛	*	电信	WIFI
001.087.145.000	001.087.145.255	中国	陕西	商洛	*	电信	WIFI
001.087.146.000	001.087.146.255	中国	陕西	商洛	*	电信	WIFI
001.087.147.000	001.087.147.255	中国	陕西	商洛	*	电信	WIFI
001.087.148.000	001.087.148.255	中国	陕西	商洛	*	电信	WIFI
001.087.149.000	001.087.149.255	中国	陕西	商洛	*	电信	WIFI
001.087.150.000	001.087.150.255	中国	陕西	商洛	*	电信	WIFI
001.087.151.000	001.087.151.255	中国	陕西	商洛	*	电信	WIFI
001.087.160.000	001.087.160.255	中国	陕西	西安	*	电信	WIFI
001.087.161.000	001.087.161.255	中国	陕西	西安	*	电信	WIFI
001.087.162.000	001.087.162.255	中国	陕西	西安	*	电信	WIFI
001.087.163.000	001.087.163.255	中国	陕西	西安	*	电信	WIFI
001.087.164.000	001.087.164.255	中国	陕西	西安	*	电信	WIFI
001.087.165.000	001.087.165.255	中国	陕西	西安	*	电信	WIFI
001.087.166.000	001.087.166.255	中国	陕西	西安	*	电信	WIFI
001.087.167.000	001.087.167.255	中国	陕西	西安	*	电信	WIFI
001.087.168.000	001.087.168.255	中国	陕西	西安	*	电信	WIFI
001.087.169.000	001.087.169.255	中国	陕西	西安	*	电信	WIFI
001.087.170.000	001.087.170.255	中国	陕西	西安	*	电信	WIFI
001.087.171.000	001.087.171.255	中国	陕西	西安	*	电信	WIFI
001.087.172.000	001.087.172.255	中国	陕西	西安	*	电信	WIFI
001.087.173.000	001.087.173.255	中国	陕西	西安	*	电信	WIFI
001.087.174.000	001.087.174.255	中国	陕西	西安	*	电信	WIFI
001.087.175.000	001.087.175.255	中国	陕西	西安	*	电信	WIFI
001.181.000.000	001.181.000.255	中国	内蒙古	*	*	电信	基站
001.181.001.000	001.181.001.255	中国	内蒙古	*	*	电信	基站
001.181.002.000	001.181.002.255	中国	内蒙古	*	*	电信	基站
001.181.003.000	001.181.003.255	中国	内蒙古	*	*	电信	基站
001.181.004.000	001.181.004.255	中国	内蒙古	*	*	电信	基站
001.181.005.000	001.181.005.255	中国	内蒙古	*	*	电信	基站
001.181.006.000	001.181.006.255	中国	内蒙古	*	*	电信	基站
001.181.007.000	001.181.007.255	中国	内蒙古	*	*	电信	基站
001.181.008.000	001.181.008.255	中国	内蒙古	*	*	电信	基站
001.181.009.000	001.181.009.255	中国	内蒙古	*	*	电信	基站
001.181.010.000	001.181.010.255	中国	内蒙古	*	*	电信	基站
001.181.011.000	001.181.011.255	中国	内蒙古	*	*	电信	基站
001.181.012.000	001.181.012.255	中国	内蒙古	*	*	电信	基站
001.181.013.000	001.181.013.255	中国	内蒙古	*	*	电信	基站
001.181.014.000	001.181.014.255	中国	内蒙古	*	*	电信	基站
001.181.015.000	001.181.015.255	中国	内蒙古	*	*	电信	基站
001.181.016.000	001.181.016.255	中国	内蒙古	*	*	电信	基站
001.181.017.000	001.181.017.255	中国	内蒙古	*	*	电信	基站
001.181.018.000	001.181.018.255	中国	内蒙古	*	*	电信	基站
001.181.019.000	001.181.019.255	中国	内蒙古	*	*	电信	基站
001.181.020.000	001.181.020.255	中国	内蒙古	*	*	电信	基站
001.181.021.000	001.181.021.255	中国	内蒙古	*	*	电信	基站
001.181.022.000	001.181.022.255	中国	内蒙古	*	*	电信	基站
001.181.023.000	001.181.023.255	中国	内蒙古	*	*	电信	基站
001.181.024.000	001.181.024.255	中国	内蒙古	*	*	电信	基站
001.181.025.000	001.181.025.255	中国	内蒙古	*	*	电信	基站
001.181.026.000	001.181.026.255	中国	内蒙古	*	*	电信	基站
001.181.027.000	001.181.027.255	中国	内蒙古	*	*	电信	基站
001.181.028.000	001.181.028.255	中国	内蒙古	*	*	电信	基站
001.181.029.000	001.181.029.255	中国	内蒙古	*	*	电信	基站
001.181.030.000	001.181.030.255	中国	内蒙古	*	*	电信	基站
001.181.031.000	001.181.031.255	中国	内蒙古	*	*	电信	基站
001.181.032.000	001.181.032.255	中国	内蒙古	*	*	电信	基站
001.181.033.000	001.181.033.255	中国	内蒙古	*	*	电信	基站
001.181.034.000	001.181.034.255	中国	内蒙古	*	*	电信	基站
001.181.035.000	001.181.035.255	中国	内蒙古	*	*	电信	基站
001.181.036.000	001.181.036.255	中国	内蒙古	*	*	电信	基站
001.181.037.000	001.181.037.255	中国	内蒙古	*	*	电信	基站
001.181.038.000	001.181.038.255	中国	内蒙古	*	*	电信	基站
001.181.039.000	001.181.039.255	中国	内蒙古	*	*	电信	基站
001.181.040.000	001.181.040.255	中国	内蒙古	*	*	电信	基站
001.181.041.000	001.181.041.255	中国	内蒙古	*	*	电信	基站
001.181.042.000	001.181.042.255	中国	内蒙古	*	*	电信	基站
001.181.043.000	001.181.043.255	中国	内蒙古	*	*	电信	基站
001.181.044.000	001.181.044.255	中国	内蒙古	*	*	电信	基站
001.181.045.000	001.181.045.255	中国	内蒙古	*	*	电信	基站
001.181.046.000	001.181.046.255	中国	内蒙古	*	*	电信	基站
001.181.047.000	001.181.047.255	中国	内蒙古	*	*	电信	基站
001.181.048.000	001.181.048.255	中国	内蒙古	*	*	电信	基站
001.181.049.000	001.181.049.255	中国	内蒙古	*	*	电信	基站
001.181.050.000	001.181.050.255	中国	内蒙古	*	*	电信	基站
001.181.051.000	001.181.051.255	中国	内蒙古	*	*	电信	基站
001.181.052.000	001.181.052.255	中国	内蒙古	*	*	电信	基站
001.181.053.000	001.181.053.255	中国	内蒙古	*	*	电信	基站
001.181.054.000	001.181.054.255	中国	内蒙古	*	*	电信	基站
001.181.055.000	001.181.055.255	中国	内蒙古	*	*	电信	基站
001.181.056.000	001.181.056.255	中国	内蒙古	*	*	电信	基站
001.181.057.000	001.181.057.255	中国	内蒙古	*	*	电信	基站
001.181.058.000	001.181.058.255	中国	内蒙古	*	*	电信	基站
001.181.059.000	001.181.059.255	中国	内蒙古	*	*	电信	基站
001.181.060.000	001.181.060.255	中国	内蒙古	*	*	电信	基站
001.181.061.000	001.181.061.255	中国	内蒙古	*	*	电信	基站
001.181.062.000	001.181.062.255	中国	内蒙古	*	*	电信	基站
001.181.063.000	001.181.063.255	中国	内蒙古	*	*	电信	基站
001.181.064.000	001.181.064.255	中国	内蒙古	*	*	电信	基站
001.181.065.000	001.181.065.255	中国	内蒙古	*	*	电信	基站
001.181.066.000	001.181.066.255	中国	内蒙古	*	*	电信	基站
001.181.067.000	001.181.067.255	中国	内蒙古	*	*	电信	基站
001.181.068.000	001.181.068.255	中国	内蒙古	*	*	电信	基站
001.181.069.000	001.181.069.255	中国	内蒙古	*	*	电信	基站
001.181.070.000	001.181.070.255	中国	内蒙古	*	*	电信	基站
001.181.071.000	001.181.071.255	中国	内蒙古	*	*	电信	基站
001.181.072.000	001.181.072.255	中国	内蒙古	*	*	电信	基站
001.181.073.000	001.181.073.255	中国	内蒙古	*	*	电信	基站
001.181.074.000	001.181.074.255	中国	内蒙古	*	*	电信	基站
001.181.075.000	001.181.075.255	中国	内蒙古	*	*	电信	基站
001.181.076.000	001.181.076.255	中国	内蒙古	*	*	电信	基站
001.181.077.000	001.181.077.255	中国	内蒙古	*	*	电信	基站
001.181.078.000	001.181.078.255	中国	内蒙古	*	*	电信	基站
001.181.079.000	001.181.079.255	中国	内蒙古	*	*	电信	基站
001.181.080.000	001.181.080.255	中国	内蒙古	*	*	电信	基站
001.181.081.000	001.181.081.255	中国	内蒙古	*	*	电信	基站
001.181.082.000	001.181.082.255	中国	内蒙古	*	*	电信	基站
001.181.083.000	001.181.083.255	中国	内蒙古	*	*	电信	基站
001.181.084.000	001.181.084.255	中国	内蒙古	*	*	电信	基站
001.181.085.000	001.181.085.255	中国	内蒙古	*	*	电信	基站
001.181.086.000	001.181.086.255	中国	内蒙古	*	*	电信	基站
001.181.087.000	001.181.087.255	中国	内蒙古	*	*	电信	基站
001.181.088.000	001.181.088.255	中国	内蒙古	*	*	电信	基站
001.181.089.000	001.181.089.255	中国	内蒙古	*	*	电信	基站
001.181.090.000	001.181.090.255	中国	内蒙古	*	*	电信	基站
001.181.091.000	001.181.091.255	中国	内蒙古	*	*	电信	基站
001.181.092.000	001.181.092.255	中国	内蒙古	*	*	电信	基站
001.181.093.000	001.181.093.255	中国	内蒙古	*	*	电信	基站
001.181.094.000	001.181.094.255	中国	内蒙古	*	*	电信	基站
001.181.095.000	001.181.095.255	中国	内蒙古	*	*	电信	基站
001.181.096.000	001.181.096.255	中国	内蒙古	*	*	电信	基站
001.181.097.000	001.181.097.255	中国	内蒙古	*	*	电信	基站
001.181.098.000	001.181.098.255	中国	内蒙古	*	*	电信	基站
001.181.099.000	001.181.099.255	中国	内蒙古	*	*	电信	基站
001.181.100.000	001.181.100.255	中国	内蒙古	*	*	电信	基站
001.181.101.000	001.181.101.255	中国	内蒙古	*	*	电信	基站
001.181.102.000	001.181.102.255	中国	内蒙古	*	*	电信	基站
001.181.103.000	001.181.103.255	中国	内蒙古	*	*	电信	基站
001.181.104.000	001.181.104.255	中国	内蒙古	*	*	电信	基站
001.181.105.000	001.181.105.255	中国	内蒙古	*	*	电信	基站
001.181.106.000	001.181.106.255	中国	内蒙古	*	*	电信	基站
001.181.107.000	001.181.107.255	中国	内蒙古	*	*	电信	基站
001.181.108.000	001.181.108.255	中国	内蒙古	*	*	电信	基站
001.181.109.000	001.181.109.255	中国	内蒙古	*	*	电信	基站
001.181.110.000	001.181.110.255	中国	内蒙古	*	*	电信	基站
001.181.111.000	001.181.111.255	中国	内蒙古	*	*	电信	基站
001.181.112.000	001.181.112.255	中国	内蒙古	*	*	电信	基站
001.181.113.000	001.181.113.255	中国	内蒙古	*	*	电信	基站
001.181.114.000	001.181.114.255	中国	内蒙古	*	*	电信	基站
001.181.115.000	001.181.115.255	中国	内蒙古	*	*	电信	基站
001.181.116.000	001.181.116.255	中国	内蒙古	*	*	电信	基站
001.181.117.000	001.181.117.255	中国	内蒙古	*	*	电信	基站
001.181.118.000	001.181.118.255	中国	内蒙古	*	*	电信	基站
001.181.119.000	001.181.119.255	中国	内蒙古	*	*	电信	基站
001.181.120.000	001.181.120.255	中国	内蒙古	*	*	电信	基站
001.181.121.000	001.181.121.255	中国	内蒙古	*	*	电信	基站
001.181.122.000	001.181.122.255	中国	内蒙古	*	*	电信	基站
001.181.123.000	001.181.123.255	中国	内蒙古	*	*	电信	基站
001.181.124.000	001.181.124.255	中国	内蒙古	*	*	电信	基站
001.181.125.000	001.181.125.255	中国	内蒙古	*	*	电信	基站
001.181.126.000	001.181.126.255	中国	内蒙古	*	*	电信	基站
001.181.127.000	001.181.127.255	中国	内蒙古	*	*	电信	基站
001.200.000.000	001.200.000.255	中国	台湾	*	*	tstartel.com	基站
001.200.001.000	001.200.001.255	中国	台湾	*	*	tstartel.com	基站
001.200.002.000	001.200.002.255	中国	台湾	*	*	tstartel.com	基站
001.200.003.000	001.200.003.255	中国	台湾	*	*	tstartel.com	基站
001.200.004.000	001.200.004.255	中国	台湾	*	*	tstartel.com	基站
001.200.005.000	001.200.005.255	中国	台湾	*	*	tstartel.com	基站
001.200.006.000	001.200.006.255	中国	台湾	*	*	tstartel.com	基站
001.200.007.000	001.200.007.255	中国	台湾	*	*	tstartel.com	基站
001.200.008.000	001.200.008.255	中国	台湾	*	*	tstartel.com	基站
001.200.009.000	001.200.009.255	中国	台湾	*	*	tstartel.com	基站
001.200.010.000	001.200.010.255	中国	台湾	*	*	tstartel.com	基站
001.200.011.000	001.200.011.255	中国	台湾	*	*	tstartel.com	基站
001.200.012.000	001.200.012.255	中国	台湾	*	*	tstartel.com	基站
001.200.013.000	001.200.013.255	中国	台湾	*	*	tstartel.com	基站
001.200.014.000	001.200.014.255	中国	台湾	*	*	tstartel.com	基站
001.200.015.000	001.200.015.255	中国	台湾	*	*	tstartel.com	基站
001.200.016.000	001.200.016.255	中国	台湾	*	*	tstartel.com	基站
001.200.017.000	001.200.017.255	中国	台湾	*	*	tstartel.com	基站
001.200.018.000	001.200.018.255	中国	台湾	*	*	tstartel.com	基站
001.200.019.000	001.200.019.255	中国	台湾	*	*	tstartel.com	基站
001.200.020.000	001.200.020.255	中国	台湾	*	*	tstartel.com	基站
001.200.021.000	001.200.021.255	中国	台湾	*	*	tstartel.com	基站
001.200.022.000	001.200.022.255	中国	台湾	*	*	tstartel.com	基站
001.200.023.000	001.200.023.255	中国	台湾	*	*	tstartel.com	基站
001.200.024.000	001.200.024.255	中国	台湾	*	*	tstartel.com	基站
001.200.025.000	001.200.025.255	中国	台湾	*	*	tstartel.com	基站
001.200.026.000	001.200.026.255	中国	台湾	*	*	tstartel.com	基站
001.200.027.000	001.200.027.255	中国	台湾	*	*	tstartel.com	基站
001.200.028.000	001.200.028.255	中国	台湾	*	*	tstartel.com	基站
001.200.029.000	001.200.029.255	中国	台湾	*	*	tstartel.com	基站
001.200.030.000	001.200.030.255	中国	台湾	*	*	tstartel.com	基站
001.200.031.000	001.200.031.255	中国	台湾	*	*	tstartel.com	基站
001.200.032.000	001.200.032.255	中国	台湾	*	*	tstartel.com	基站
001.200.033.000	001.200.033.255	中国	台湾	*	*	tstartel.com	基站
001.200.034.000	001.200.034.255	中国	台湾	*	*	tstartel.com	基站
001.200.035.000	001.200.035.255	中国	台湾	*	*	tstartel.com	基站
001.200.036.000	001.200.036.255	中国	台湾	*	*	tstartel.com	基站
001.200.037.000	001.200.037.255	中国	台湾	*	*	tstartel.com	基站
001.200.038.000	001.200.038.255	中国	台湾	*	*	tstartel.com	基站
001.200.039.000	001.200.039.255	中国	台湾	*	*	tstartel.com	基站
001.200.040.000	001.200.040.255	中国	台湾	*	*	tstartel.com	基站
